科室,标题,发布日期,详情链接,附件名,附件下载次数,附件链接
【教材中心】,关于做好2024-2025学年第一学期教材选用及征订工作的通知（更新）,2024-06-04,https://jwch.fzu.edu.cn/info/1042/13546.htm,"['附件1：已出版马克思主义理论研究和建设工程重点教材目录（截至2024年05月，共计116种）.xlsx', '附件2：全国大中专教学用书目录(2024秋季).xlsx']","['945', '1075']","['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14620416', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14620417']"
【教学运行】,关于2023-2024学年第二学期《马克思主义基本原理》课程期末考试安排的通知,2024-06-04,https://jwch.fzu.edu.cn/info/1036/13545.htm,['2302  马克思主义基本原理 期末考试.xlsx'],['730'],['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14620411']
【教学运行】,关于2023-2024学年第二学期《毛泽东思想和中国特色社会主义理论体系概论》课程期末考试安排的通知,2024-06-04,https://jwch.fzu.edu.cn/info/1036/13544.htm,['2302 毛泽东思想和中国特色社会主义理论体系概论  期末考.xlsx'],['701'],['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14620410']
【教学通知】,福州大学关于推荐新一届教育部高等学校教学指导委员会专家的通知,2024-05-30,https://jwch.fzu.edu.cn/info/1012/13538.htm,"['附件4：推荐委员信息一览表.xlsx', '附件2：专家推荐信息表.docx', '附件1：教育部办公厅关于推荐新一届教指委委员的通知.pdf', '附件3：推荐委员汇总表.xlsx']","['796', '620', '533', '503']","['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14619035', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14619038', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14619036', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14619037']"
【教学运行】,关于2024年端午放假课程调整的通知,2024-05-30,https://jwch.fzu.edu.cn/info/1036/13536.htm,,,
【教学运行】,关于2023-2024学年第二学期《工程制图（C）》课程期末考试安排的通知,2024-05-29,https://jwch.fzu.edu.cn/info/1036/13533.htm,['2302 工程制图C（下）期末考试 6.16下午.xlsx'],['630'],['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14618057']
【教学运行】,关于2023-2024学年第二学期《思想道德与法治》课程期末考试安排的通知,2024-05-29,https://jwch.fzu.edu.cn/info/1036/13532.htm,['2302 德法 期末考.xlsx'],['682'],['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14618055']
【教学运行】,关于2023-2024学年第二学期《概率论与数理统计》课程期末考试安排的通知,2024-05-27,https://jwch.fzu.edu.cn/info/1036/13531.htm,['2302 概率期末考 6.2下午.xlsx'],['703'],['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14615348']
【教学运行】,关于2023-2024学年第二学期《中国近现代史纲要》课程期末考试安排的通知,2024-05-24,https://jwch.fzu.edu.cn/info/1036/13530.htm,['2302 近现代 期末考试.xlsx'],['880'],['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14613665']
【教学运行】,关于2023-2024学年第二学期《线性代数》课程期末考试安排的通知,2024-05-24,https://jwch.fzu.edu.cn/info/1036/13529.htm,['2302 线性代数期末考 6.2下午.xlsx'],['723'],['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14613663']
【实践科】,关于公布2024年本科生创新创业实践与素质拓展学分认定结果的通知,2024-05-22,https://jwch.fzu.edu.cn/info/1039/13525.htm,['附件：福州大学本科生创新创业实践与素质拓展学分认定汇总表.doc'],['2783'],['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14613260']
【教研教改】,福州大学关于开展优秀拔尖创新人才培养案例征集的通知,2024-05-22,https://jwch.fzu.edu.cn/info/1037/13524.htm,"['附件1：福建省教育厅办公室关于开展高校优秀拔尖创新人才培养案例研究工作的通知.pdf', '附件2：案例撰写格式.docx', '附件4：案例汇总表.docx', '附件3：案例申报表.docx']","['779', '645', '634', '588']","['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14613252', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14613251', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14613254', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14613253']"
【教研教改】,福州大学关于开展第八届远志创业实验班招生工作的通知,2024-05-17,https://jwch.fzu.edu.cn/info/1037/13513.htm,"['附件1：福州大学第八届远志创业实验班招生简章.docx', '附件2：远志创业实验班修读申请表.docx']","['1597', '875']","['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14612014', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14612015']"
【综合科】,教务处关于2024年暑假用印安排的通知,2024-07-06,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1035&wbnewsid=13626,,,
【实践科】,关于公布福州大学2024届本科生优秀毕业设计（论文）名单的通知,2024-07-06,https://jwch.fzu.edu.cn/info/1039/13616.htm,['附件：福州大学2024届优秀本科生毕业设计（论文）名单.doc'],['4094'],['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14638795']
【教研教改】,福州大学关于公布第八届 远志创业实验班学生名单的通知,2024-07-01,https://jwch.fzu.edu.cn/info/1037/13602.htm,,,
【教学运行】,关于2024-2025学年第一学期辅修专业选课的通知,2024-07-01,https://jwch.fzu.edu.cn/info/1036/13601.htm,,,
【综合科】,友情提示,2024-06-29,https://jwch.fzu.edu.cn/info/1035/13592.htm,,,
【教学运行】,关于做好期末复习考试及下学期开学等工作的通知,2024-06-26,https://jwch.fzu.edu.cn/info/1036/13585.htm,,,
【实践科】,关于公布2024年第二十四届数学竞赛获奖名单的通知,2024-06-26,https://jwch.fzu.edu.cn/info/1039/13584.htm,,,
【实践科】,关于公布第十五届企业经营模拟沙盘对抗赛获奖名单的通知,2024-06-26,https://jwch.fzu.edu.cn/info/1039/13583.htm,,,
【教材中心】,关于召开数字教材建设研讨会的通知,2024-06-25,https://jwch.fzu.edu.cn/info/1042/13582.htm,,,
【计划科】,关于核对2024-2025学年第一学期通识教育选修课开课信息的有关通知,2024-06-25,https://jwch.fzu.edu.cn/info/1038/13581.htm,,,
【教研教改】,关于转发福建省教育厅办公室《关于举办2024年本科高校课程思政骨干教师、研究生导师培训班的通知》的通知,2024-06-21,https://jwch.fzu.edu.cn/info/1037/13580.htm,,,
【教研教改】,关于组织教师和学生参加人工智能赋能高等教育调查报告全国抽样调查问卷的通知,2024-06-21,https://jwch.fzu.edu.cn/info/1037/13579.htm,,,
【教学运行】,关于2023-2024学年第二学期《大学物理A（上）》、《大学物理B（上）》、《大学物理C》课程期末考试安排的通知,2024-06-21,https://jwch.fzu.edu.cn/info/1036/13578.htm,['2302 大学物理A（上）、B（上）、C课期末考7.4.xlsx'],['796'],['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14625019']
【教学运行】,关于2023-2024学年第二学期《大学英语（二）》、《大学英语（四）》课程期末考试安排的通知,2024-06-20,https://jwch.fzu.edu.cn/info/1036/13577.htm,['2302 大学英语（二）、大学英语（四）课程期末考6.22上午.xlsx'],['722'],['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14624676']
【教学运行】,关于2023-2024学年第二学期《英语专题》课程期末考试安排的通知,2024-06-20,https://jwch.fzu.edu.cn/info/1036/13576.htm,['2302 英语专题课期末考6.29.xlsx'],['781'],['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14624645']
【教学运行】,关于2023-2024学年第二学期《工程制图A（下）》、《工程制图D》、《工程制图F》课程期末考试安排的通知,2024-06-19,https://jwch.fzu.edu.cn/info/1036/13574.htm,['2302 工程制图A（下）、D、F期末考6.30上午.xlsx'],['697'],['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14624501']
【教学运行】,关于2024-2025学年第一学期本科生学期选课的通知,2024-06-17,https://jwch.fzu.edu.cn/info/1036/13569.htm,,,
【教学运行】,关于2023-2024学年第二学期《大学英语（三）》课程期末考试安排的通知,2024-06-17,https://jwch.fzu.edu.cn/info/1036/13568.htm,['2302 大学英语（三）期末考 6.23上午.xlsx'],['783'],['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14623875']
【实践科】,关于转发组织申报福建省高等教育学会2024年度高等教育科学研究实验室研究专项课题的通知,2024-06-14,https://jwch.fzu.edu.cn/info/1039/13565.htm,"['附件1：关于组织申报福建高等教育学会2024年度高等教育科学研究实验室研究专项课题的通知（闽高会[2024]1号）.pdf', '附件2：申报材料.zip']","['746', '625']","['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14623545', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14623544']"
【教学运行】,关于2023-2024学年第二学期《高等数学A（中）》、《高等数学B（下）》、《高等数学C（下）》课程期末考试安排的通知,2024-06-12,https://jwch.fzu.edu.cn/info/1036/13563.htm,"['2302高等数学B（下）期末考 6.23下午.xlsx', '2302 高等数学C（下）期末考 6.23下午.xlsx', '2302 高等数学A（中）期末考 6.23下午.xlsx']","['802', '655', '709']","['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14622718', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14622717', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14622719']"
【教材中心】,关于2024级新生领取课程教材的通知,2024-09-04,https://jwch.fzu.edu.cn/info/1042/13658.htm,,,
【综合科】,关于2024-2025学年第一学期本科生学生证和火车票优惠区间更改的通知,2024-09-04,https://jwch.fzu.edu.cn/info/1035/13654.htm,,,
【综合科】,关于召开2024年宁夏大学、银川能源学院本科生赴福州大学访学见面交流会的通知,2024-09-02,https://jwch.fzu.edu.cn/info/1035/13651.htm,,,
【计划科】,关于公布2024-2025学年第一学期通选课取消开课名单的通知,2024-09-02,https://jwch.fzu.edu.cn/info/1038/13650.htm,,,
【教学运行】,关于做好2024年9月退役复学学生转专业的通知,2024-09-02,https://jwch.fzu.edu.cn/info/1036/13649.htm,"['福州大学本科生转专业管理实施办法.doc', '福州大学参军退伍复学后学生转专业审批表.doc']","['892', '719']","['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14903737', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14903736']"
【综合科】,关于2024级本科生（含访学学生）学生证信息采集的通知,2024-09-02,https://jwch.fzu.edu.cn/info/1035/13648.htm,,,
【教研教改】,福州大学关于开展2024级“数智实验班” 招生工作的通知,2024-08-30,https://jwch.fzu.edu.cn/info/1037/13647.htm,"['附件1：福州大学2024级“数智实验班”招生简章.docx', '附件3：承诺书.docx', '附件2：福州大学2024级“数智实验班”选拔方案.docx']","['3986', '1159', '3257']","['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14903339', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14903338', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14903337']"
【综合科】,关于购买优惠火车票相关事宜的通知,2024-08-30,https://jwch.fzu.edu.cn/info/1035/13646.htm,,,
【教研教改】,福州大学关于开展2024级“嘉锡化学拔尖班”招生工作的通知,2024-08-30,https://jwch.fzu.edu.cn/info/1037/13643.htm,,,
【教研教改】,福州大学关于开展2024级“数理综合班”招生工作的通知,2024-08-30,https://jwch.fzu.edu.cn/info/1037/13642.htm,"['附件1：福州大学2024级“数理综合班”招生简章.doc', '附件2：承诺书.doc']","['2895', '942']","['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14903271', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14903272']"
【教研教改】,福州大学关于开展2024级“数理金融实验班”招生工作的通知,2024-08-30,https://jwch.fzu.edu.cn/info/1037/13641.htm,"['附件2：福州大学2024级“数理金融实验班”选拔方案.doc', '附件1：福州大学2024级“数理金融实验班“招生简章.doc', '附件4：承诺书.doc', '附件3：2024级数理金融实验班申请表.doc']","['2055', '2159', '710', '831']","['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14903267', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14903268', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14903270', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14903269']"
【教学运行】,关于2024-2025学年第一学期辅修专业补退选、缴费的通知,2024-08-26,https://jwch.fzu.edu.cn/info/1036/13639.htm,,,
【计划科】,关于2024-2025学年第一学期港澳台侨学生思政课和军事课程退选替代的通知,2024-08-25,https://jwch.fzu.edu.cn/info/1038/13637.htm,"['2024-2025学年第一学期国情课列表.docx', '港澳台侨学生思政课和军事课程退选申请表.docx']","['1210', '951']","['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14901557', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14901556']"
【计划科】,关于2024-2025学年第一学期通识教育选修课选课的通知,2024-08-25,https://jwch.fzu.edu.cn/info/1038/13636.htm,"['超星尔雅使用手册（学生版）.pdf', '智慧树学生手册.pptx', '慕课堂学生操作手册.pdf']","['3307', '1740', '4865']","['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14901547', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14901550', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14901548']"
